Date,Id,In-Time,Out-Time
2017-08-25,NXICQ9,3:37:11,18:30:43
2017-08-29,NXICQ9,3:41:25,18:21:50
2017-08-30,NXICQ9,3:39:24,17:38:09
2017-08-31,NXICQ9,3:39:04,18:22:19
2017-09-01,NXICQ9,3:38:05,18:09:59
2017-09-04,NXICQ9,18:11:02,18:12:22
2017-09-05,NXICQ9,3:36:07,21:34:00
2017-09-06,NXICQ9,3:34:57,17:18:52
2017-09-07,NXICQ9,3:37:06,18:16:34
2017-09-08,NXICQ9,3:37:22,18:30:03
2017-09-12,NXICQ9,3:39:05,18:34:59
2017-09-13,NXICQ9,3:39:05,17:21:33
2017-09-14,NXICQ9,3:35:58,18:28:01
2017-09-15,NXICQ9,3:35:43,18:23:22
2017-09-19,NXICQ9,3:36:41,18:25:07
2017-09-20,NXICQ9,3:42:15,20:58:26
2017-09-23,NXICQ9,3:36:49,3:40:02
2017-09-26,NXICQ9,3:32:38,18:10:16
2017-09-27,NXICQ9,3:35:44,17:28:39
2017-09-28,NXICQ9,1:50:42,3:31:16
2017-10-04,NXICQ9,1:11:15,18:08:54
2017-10-05,NXICQ9,3:38:52,18:48:19
2017-10-06,NXICQ9,3:38:56,18:30:32
2017-10-07,NXICQ9,2:22:51,3:33:07
2017-10-09,NXICQ9,18:21:52,18:22:30
2017-10-10,NXICQ9,3:26:14,18:15:00
2017-10-11,NXICQ9,3:36:12,17:22:37
2017-10-12,NXICQ9,3:36:17,18:15:26
2017-10-13,NXICQ9,3:33:10,18:19:14
2017-10-17,NXICQ9,3:37:27,18:49:26
2017-10-18,NXICQ9,3:38:11,18:19:33
2017-10-19,NXICQ9,2:29:55,5:00:54
2017-10-24,NXICQ9,18:38:33,22:22:35
2017-10-25,NXICQ9,3:40:27,17:26:17
2017-10-26,NXICQ9,3:37:21,18:19:49
2017-10-27,NXICQ9,3:33:44,18:32:14
2017-10-31,NXICQ9,1:36:35,18:35:34
2017-11-01,NXICQ9,3:33:51,17:25:39
2017-11-02,NXICQ9,3:44:43,17:56:13
2017-11-03,NXICQ9,3:37:39,18:20:14
2017-11-06,NXICQ9,17:24:29,17:35:16
2017-11-07,NXICQ9,2:25:09,18:30:36
2017-11-08,NXICQ9,3:45:00,18:35:22
2017-11-09,NXICQ9,1:36:18,4:06:42
2017-11-16,NXICQ9,3:44:34,23:51:25
2017-11-17,NXICQ9,3:38:28,18:34:27
2017-11-18,NXICQ9,0:53:51,3:31:08
2017-11-21,NXICQ9,3:36:16,18:20:27
2017-11-22,NXICQ9,0:13:55,18:19:32
2017-11-23,NXICQ9,3:31:46,18:44:53
2017-11-24,NXICQ9,3:06:46,18:11:53
2017-11-27,NXICQ9,18:31:03,23:02:13
2017-11-28,NXICQ9,3:28:58,18:24:12
2017-11-29,NXICQ9,3:36:22,18:24:00
2017-11-30,NXICQ9,3:35:27,20:18:59
2017-12-01,NXICQ9,3:31:29,21:43:44
2017-12-05,NXICQ9,3:40:13,18:16:54
2017-12-06,NXICQ9,3:32:53,22:04:00
2017-12-12,NXICQ9,3:35:17,16:36:08
2017-12-13,NXICQ9,3:34:52,18:26:56
2017-12-14,NXICQ9,0:32:12,18:28:12
2017-12-15,NXICQ9,4:15:35,18:31:25
2017-12-18,NXICQ9,18:26:47,18:27:42
2017-12-19,NXICQ9,3:33:49,18:34:08
2017-12-20,NXICQ9,3:33:39,18:25:14
2017-12-21,NXICQ9,3:36:03,19:04:39
2017-12-22,NXICQ9,3:33:15,18:21:55
2017-12-23,NXICQ9,3:28:39,3:30:38
2017-12-26,NXICQ9,3:30:10,18:37:45
2017-12-27,NXICQ9,3:31:18,19:34:48
2017-12-28,NXICQ9,3:20:42,18:45:33
2017-12-29,NXICQ9,3:32:53,18:32:21
2017-05-22,BJMZ5Q,9:10:14,18:24:15
2017-05-23,BJMZ5Q,9:11:18,18:23:46
2017-05-24,BJMZ5Q,9:07:57,18:12:30
2017-05-25,BJMZ5Q,9:10:52,18:14:30
2017-05-26,BJMZ5Q,9:10:59,16:52:36
2017-05-29,BJMZ5Q,9:04:14,18:23:10
2017-05-30,BJMZ5Q,9:12:48,18:11:11
2017-05-31,BJMZ5Q,9:07:57,18:15:37
2017-06-01,BJMZ5Q,9:07:34,18:45:26
2017-06-02,BJMZ5Q,9:19:19,18:15:40
2017-06-05,BJMZ5Q,9:04:10,18:11:56
2017-06-06,BJMZ5Q,9:03:47,18:13:36
2017-06-07,BJMZ5Q,9:02:33,18:53:50
2017-06-08,BJMZ5Q,9:07:01,18:12:16
2017-06-09,BJMZ5Q,9:05:40,18:11:46
2017-06-12,BJMZ5Q,9:03:19,18:11:11
2017-06-13,BJMZ5Q,9:04:46,18:15:00
2017-06-14,BJMZ5Q,9:06:53,18:11:36
2017-06-15,BJMZ5Q,9:05:55,18:14:36
2017-06-16,BJMZ5Q,9:05:44,18:14:34
2017-06-19,BJMZ5Q,9:09:02,18:09:42
2017-06-20,BJMZ5Q,9:27:02,20:00:54
2017-06-21,BJMZ5Q,8:32:28,18:14:15
2017-06-22,BJMZ5Q,8:59:47,18:23:53
2017-06-23,BJMZ5Q,9:10:36,18:10:51
2017-06-26,BJMZ5Q,9:09:32,18:10:11
2017-06-27,BJMZ5Q,9:09:08,18:12:39
2017-06-28,BJMZ5Q,9:03:58,18:16:16
2017-06-29,BJMZ5Q,9:15:37,17:59:33
2017-06-30,BJMZ5Q,9:20:39,17:45:38
2017-07-03,BJMZ5Q,9:04:06,18:17:10
2017-07-04,BJMZ5Q,9:02:22,18:19:48
2017-07-05,BJMZ5Q,9:17:48,18:21:13
2017-07-06,BJMZ5Q,9:18:54,18:13:17
2017-07-07,BJMZ5Q,9:12:05,18:16:22
2017-07-10,BJMZ5Q,9:12:11,18:13:05
2017-07-11,BJMZ5Q,9:14:29,18:17:06
2017-07-12,BJMZ5Q,9:08:34,17:45:07
2017-07-13,BJMZ5Q,9:53:52,18:11:12
2017-07-14,BJMZ5Q,9:02:03,18:13:01
2017-07-17,BJMZ5Q,9:17:13,18:15:28
2017-07-18,BJMZ5Q,8:57:55,18:19:16
2017-07-19,BJMZ5Q,9:05:18,18:17:01
2017-07-20,BJMZ5Q,9:57:04,18:23:08
2017-07-21,BJMZ5Q,9:05:22,18:13:44
2017-07-24,BJMZ5Q,9:01:27,18:18:19
2017-07-25,BJMZ5Q,9:08:46,18:16:04
2017-07-26,BJMZ5Q,9:14:56,18:27:26
2017-07-27,BJMZ5Q,9:08:58,18:40:25
2017-07-28,BJMZ5Q,10:33:08,18:53:43
2017-07-31,BJMZ5Q,9:05:56,18:17:05
2017-08-01,BJMZ5Q,9:11:35,18:13:44
2017-08-02,BJMZ5Q,9:07:40,18:28:59
2017-08-03,BJMZ5Q,9:14:18,18:29:04
2017-08-04,BJMZ5Q,9:07:25,17:08:27
2017-08-07,BJMZ5Q,9:17:28,18:18:38
2017-08-08,BJMZ5Q,9:06:41,18:59:14
2017-08-09,BJMZ5Q,9:11:17,19:25:58
2017-08-10,BJMZ5Q,9:19:19,20:31:21
2017-08-11,BJMZ5Q,9:29:08,18:33:37
2017-08-14,BJMZ5Q,9:20:46,21:12:19
2017-08-15,BJMZ5Q,9:23:49,18:21:43
2017-08-16,BJMZ5Q,9:13:17,18:16:08
2017-08-17,BJMZ5Q,9:18:54,18:17:55
2017-08-21,BJMZ5Q,9:23:42,18:15:11
2017-08-22,BJMZ5Q,9:19:07,18:16:26
2017-08-23,BJMZ5Q,9:25:40,18:31:58
2017-08-24,BJMZ5Q,9:07:56,18:23:22
2017-08-25,BJMZ5Q,9:10:45,16:22:25
2017-08-28,BJMZ5Q,9:07:54,18:26:48
2017-08-29,BJMZ5Q,9:11:30,18:57:39
2017-08-30,BJMZ5Q,9:14:01,18:44:03
2017-08-31,BJMZ5Q,9:11:16,19:30:05
2017-09-01,BJMZ5Q,9:17:54,18:36:06
2017-09-04,BJMZ5Q,9:19:49,18:34:07
2017-09-05,BJMZ5Q,9:07:11,18:20:02
2017-09-06,BJMZ5Q,9:26:06,18:17:44
2017-09-07,BJMZ5Q,9:22:51,18:39:57
2017-09-08,BJMZ5Q,9:29:44,18:18:27
2017-09-12,BJMZ5Q,9:14:11,18:45:46
2017-09-13,BJMZ5Q,9:20:03,18:41:04
2017-09-14,BJMZ5Q,9:20:29,18:30:54
2017-09-15,BJMZ5Q,9:23:55,18:15:29
2017-09-18,BJMZ5Q,9:19:23,18:29:32
2017-09-19,BJMZ5Q,9:17:43,18:22:48
2017-09-20,BJMZ5Q,9:16:13,18:55:39
2017-09-22,BJMZ5Q,9:22:39,17:17:53
2017-09-25,BJMZ5Q,9:27:49,18:44:54
2017-09-26,BJMZ5Q,9:22:02,18:31:46
2017-09-27,BJMZ5Q,9:17:04,15:27:24
2017-10-03,BJMZ5Q,9:05:48,17:42:29
2017-10-04,BJMZ5Q,9:17:15,18:17:01
2017-10-05,BJMZ5Q,9:13:33,18:36:22
2017-10-06,BJMZ5Q,9:24:27,14:33:33
2017-10-09,BJMZ5Q,8:12:22,17:14:29
2017-11-03,BJMZ5Q,18:32:13,19:31:33
2017-11-16,BJMZ5Q,14:40:53,16:33:29
2017-12-05,BJMZ5Q,12:21:36,16:59:17
2017-12-18,BJMZ5Q,13:53:59,14:07:02
2017-12-19,BJMZ5Q,9:59:11,18:51:13
2017-12-20,BJMZ5Q,9:41:20,18:25:48
2017-05-22,GP9B5D,12:50:21,22:00:10
2017-05-23,GP9B5D,13:08:07,22:02:11
2017-05-24,GP9B5D,13:20:12,21:59:46
2017-05-25,GP9B5D,12:57:25,18:03:51
2017-05-26,GP9B5D,9:00:19,17:57:51
2017-05-29,GP9B5D,12:56:30,22:03:04
2017-05-30,GP9B5D,13:01:13,22:02:45
2017-05-31,GP9B5D,12:59:20,22:05:20
2017-06-01,GP9B5D,13:00:00,22:05:08
2017-06-02,GP9B5D,9:14:47,18:25:16
2017-06-05,GP9B5D,13:15:25,22:04:13
2017-06-06,GP9B5D,13:16:27,22:06:28
2017-06-07,GP9B5D,12:51:00,22:05:04
2017-06-08,GP9B5D,13:17:23,22:06:03
2017-06-09,GP9B5D,9:23:12,18:07:17
2017-06-13,GP9B5D,13:27:58,22:01:16
2017-06-14,GP9B5D,13:21:57,22:02:51
2017-06-15,GP9B5D,13:07:54,22:05:02
2017-06-16,GP9B5D,9:14:51,17:52:26
2017-06-19,GP9B5D,13:09:31,22:01:52
2017-06-20,GP9B5D,13:08:02,22:05:18
2017-06-21,GP9B5D,13:01:46,22:02:32
2017-06-22,GP9B5D,13:16:35,22:02:44
2017-06-23,GP9B5D,9:18:08,17:50:23
2017-06-26,GP9B5D,12:59:53,22:02:51
2017-06-27,GP9B5D,13:14:11,22:10:20
2017-06-28,GP9B5D,13:14:25,22:04:46
2017-06-29,GP9B5D,13:11:21,22:04:58
2017-06-30,GP9B5D,9:12:44,17:41:55
2017-07-03,GP9B5D,13:43:27,22:04:46
2017-07-04,GP9B5D,13:10:30,22:02:51
2017-07-05,GP9B5D,13:14:16,22:07:09
2017-07-06,GP9B5D,13:24:35,22:03:16
2017-07-07,GP9B5D,9:12:45,17:24:44
2017-07-10,GP9B5D,13:24:54,21:55:05
2017-07-12,GP9B5D,13:17:59,21:53:40
2017-07-13,GP9B5D,13:10:49,22:02:03
2017-07-14,GP9B5D,9:09:20,18:08:37
2017-07-17,GP9B5D,13:16:30,21:26:59
2017-07-18,GP9B5D,13:10:52,22:04:51
2017-07-19,GP9B5D,13:09:41,22:15:42
2017-07-20,GP9B5D,13:05:26,22:22:41
2017-07-21,GP9B5D,9:08:26,18:12:52
2017-07-24,GP9B5D,13:45:02,22:04:24
2017-07-25,GP9B5D,12:56:11,21:06:00
2017-07-26,GP9B5D,13:22:01,21:59:08
2017-07-27,GP9B5D,13:05:15,22:08:23
2017-07-28,GP9B5D,9:13:36,13:26:21
2017-07-31,GP9B5D,13:21:13,22:29:24
2017-08-01,GP9B5D,13:04:12,22:09:26
2017-08-02,GP9B5D,12:53:48,22:01:43
2017-08-03,GP9B5D,13:07:23,21:48:53
2017-08-04,GP9B5D,9:11:32,18:28:52
2017-08-07,GP9B5D,13:09:36,22:05:28
2017-08-09,GP9B5D,13:10:44,22:06:27
2017-08-10,GP9B5D,13:04:46,22:05:29
2017-08-11,GP9B5D,10:04:24,17:54:52
2017-08-14,GP9B5D,13:48:14,22:03:10
2017-08-15,GP9B5D,13:43:21,22:06:03
2017-08-16,GP9B5D,13:12:39,22:02:00
2017-08-17,GP9B5D,13:11:21,22:04:08
2017-08-18,GP9B5D,9:01:34,18:15:23
2017-08-21,GP9B5D,13:31:53,21:53:51
2017-08-22,GP9B5D,13:08:49,22:00:17
2017-08-23,GP9B5D,9:21:57,18:26:13
2017-08-25,GP9B5D,9:13:31,17:23:50
2017-08-28,GP9B5D,13:09:25,21:47:16
2017-08-29,GP9B5D,13:09:14,21:49:57
2017-08-30,GP9B5D,13:04:06,22:07:46
2017-08-31,GP9B5D,13:30:09,22:04:09
2017-09-01,GP9B5D,9:01:45,18:17:31
2017-09-04,GP9B5D,13:12:55,22:09:57
2017-09-05,GP9B5D,12:22:53,22:02:12
2017-09-06,GP9B5D,13:06:58,21:57:09
2017-09-07,GP9B5D,13:15:55,22:02:46
2017-09-08,GP9B5D,9:13:03,18:00:10
2017-09-11,GP9B5D,13:06:41,22:00:57
2017-09-12,GP9B5D,13:08:18,22:00:03
2017-09-13,GP9B5D,13:07:14,21:27:46
2017-09-14,GP9B5D,13:12:31,21:29:32
2017-09-15,GP9B5D,9:11:40,18:13:37
2017-09-19,GP9B5D,12:37:57,21:54:36
2017-09-20,GP9B5D,13:55:53,22:01:07
2017-10-03,GP9B5D,13:17:34,22:02:39
2017-10-04,GP9B5D,13:26:18,22:02:50
2017-10-05,GP9B5D,13:08:02,20:55:35
2017-10-06,GP9B5D,9:04:30,18:09:03
2017-10-09,GP9B5D,11:17:03,22:02:03
2017-10-10,GP9B5D,13:21:50,21:33:53
2017-10-12,GP9B5D,11:14:39,22:03:31
2017-10-13,GP9B5D,9:09:11,18:26:16
2017-10-16,GP9B5D,13:28:05,21:55:50
2017-10-24,GP9B5D,13:17:13,21:52:04
2017-10-25,GP9B5D,13:22:44,21:50:19
2017-10-26,GP9B5D,13:32:29,22:00:20
2017-10-27,GP9B5D,10:13:24,17:03:07
2017-10-30,GP9B5D,13:04:04,21:57:02
2017-10-31,GP9B5D,13:20:31,19:28:01
2017-11-01,GP9B5D,10:49:09,21:56:44
2017-11-02,GP9B5D,13:16:39,21:59:48
2017-11-03,GP9B5D,9:15:48,18:09:39
2017-11-06,GP9B5D,10:14:56,22:06:57
2017-11-07,GP9B5D,10:25:30,22:03:18
2017-11-08,GP9B5D,12:46:14,22:04:32
2017-11-09,GP9B5D,10:20:09,22:06:35
2017-11-10,GP9B5D,9:13:31,17:04:32
2017-11-13,GP9B5D,13:28:17,20:55:20
2017-11-14,GP9B5D,13:31:01,21:58:36
2017-11-15,GP9B5D,12:48:19,22:01:38
2017-11-16,GP9B5D,12:42:45,22:04:28
2017-11-17,GP9B5D,9:17:52,17:50:35
2017-11-20,GP9B5D,13:09:43,22:03:41
2017-11-21,GP9B5D,13:13:41,22:04:03
2017-11-22,GP9B5D,13:24:10,22:02:44
2017-11-23,GP9B5D,13:21:18,22:02:22
2017-11-24,GP9B5D,9:13:47,17:08:32
2017-11-27,GP9B5D,13:17:44,22:01:13
2017-11-28,GP9B5D,13:41:21,21:56:28
2017-11-29,GP9B5D,13:14:22,22:00:07
2017-11-30,GP9B5D,13:29:58,22:02:31
2017-12-01,GP9B5D,9:45:16,18:03:03
2017-12-04,GP9B5D,13:30:22,22:01:02
2017-12-05,GP9B5D,13:33:43,21:16:25
2017-12-06,GP9B5D,9:09:25,18:20:09
2017-12-11,GP9B5D,13:15:11,22:03:13
2017-12-12,GP9B5D,12:48:39,18:13:42
2017-12-13,GP9B5D,13:27:30,22:02:13
2017-12-14,GP9B5D,13:15:23,22:06:54
2017-12-15,GP9B5D,9:19:25,18:18:56
2017-12-18,GP9B5D,13:18:08,22:01:14
2017-12-19,GP9B5D,13:12:36,22:04:07
2017-12-20,GP9B5D,13:18:55,22:03:42
2017-12-21,GP9B5D,13:23:20,22:03:36
2017-12-22,GP9B5D,9:09:33,18:11:12
2017-12-25,GP9B5D,13:42:08,18:35:14
2017-12-26,GP9B5D,13:12:37,22:04:05
2017-12-27,GP9B5D,13:32:06,22:02:31
2017-12-28,GP9B5D,13:14:47,22:03:25
2017-12-29,GP9B5D,9:32:50,18:00:11
2017-05-22,0URRBD,9:01:57,18:45:25
2017-05-23,0URRBD,8:54:03,18:13:30
2017-05-24,0URRBD,8:59:23,18:14:33
2017-05-25,0URRBD,8:53:41,18:55:01
2017-05-26,0URRBD,8:52:07,19:41:08
2017-05-29,0URRBD,8:41:03,18:06:15
2017-05-30,0URRBD,8:56:41,18:12:04
2017-05-31,0URRBD,8:56:22,19:11:52
2017-06-01,0URRBD,8:58:41,19:13:09
2017-06-02,0URRBD,8:59:57,18:12:18
2017-06-05,0URRBD,9:05:56,18:38:44
2017-06-06,0URRBD,8:53:11,18:55:10
2017-06-07,0URRBD,9:04:41,18:31:42
2017-06-08,0URRBD,9:04:01,18:08:45
2017-06-09,0URRBD,8:58:29,18:49:17
2017-06-12,0URRBD,8:42:21,18:56:37
2017-06-13,0URRBD,8:58:09,21:53:59
2017-06-15,0URRBD,8:55:07,18:19:39
2017-06-16,0URRBD,8:47:09,18:49:19
2017-06-19,0URRBD,8:46:47,18:25:12
2017-06-20,0URRBD,8:53:00,18:03:39
2017-06-21,0URRBD,7:54:48,18:50:36
2017-06-22,0URRBD,9:04:51,18:14:25
2017-06-23,0URRBD,9:14:24,18:48:45
2017-06-26,0URRBD,8:57:38,15:55:51
2017-06-28,0URRBD,8:51:32,18:42:03
2017-06-29,0URRBD,9:01:04,18:16:20
2017-07-03,0URRBD,8:56:49,18:23:22
2017-07-04,0URRBD,8:51:15,18:02:45
2017-07-05,0URRBD,8:58:20,18:42:42
2017-07-06,0URRBD,9:03:38,18:17:59
2017-07-07,0URRBD,8:58:45,8:58:57
2017-07-10,0URRBD,8:56:54,18:59:15
2017-07-11,0URRBD,8:58:13,19:15:29
2017-07-12,0URRBD,8:52:55,18:01:40
2017-07-13,0URRBD,8:59:29,18:26:50
2017-07-14,0URRBD,8:52:29,18:08:49
2017-07-17,0URRBD,8:54:15,18:17:57
2017-07-18,0URRBD,8:56:35,18:29:14
2017-07-19,0URRBD,8:55:43,19:25:26
2017-07-20,0URRBD,8:57:08,18:35:57
2017-07-21,0URRBD,9:03:02,18:20:59
2017-07-24,0URRBD,8:47:00,18:40:11
2017-07-25,0URRBD,8:48:37,18:17:44
2017-07-26,0URRBD,8:55:31,18:32:01
2017-07-27,0URRBD,8:36:43,18:42:13
2017-07-28,0URRBD,9:27:58,19:11:31
2017-07-29,0URRBD,8:24:57,8:30:34
2017-07-31,0URRBD,9:08:29,18:28:51
2017-08-01,0URRBD,9:04:54,18:23:17
2017-08-02,0URRBD,8:59:48,18:30:40
2017-08-03,0URRBD,9:07:19,18:50:32
2017-08-04,0URRBD,8:56:49,19:10:24
2017-08-07,0URRBD,8:37:08,18:12:12
2017-08-08,0URRBD,9:02:49,18:03:09
2017-08-09,0URRBD,9:05:21,18:05:53
2017-08-10,0URRBD,8:56:05,17:11:36
2017-08-11,0URRBD,9:13:10,18:11:10
2017-08-14,0URRBD,8:56:19,18:57:18
2017-08-15,0URRBD,9:12:14,18:26:31
2017-08-16,0URRBD,8:58:52,18:23:43
2017-08-17,0URRBD,9:06:16,18:40:12
2017-08-18,0URRBD,8:52:18,18:15:03
2017-08-19,0URRBD,10:00:40,10:01:23
2017-08-21,0URRBD,8:57:38,18:14:15
2017-08-22,0URRBD,9:06:04,18:53:17
2017-08-23,0URRBD,9:41:59,18:05:55
2017-08-24,0URRBD,8:53:51,19:00:10
2017-08-25,0URRBD,9:34:55,18:49:47
2017-08-28,0URRBD,8:55:55,18:14:49
2017-08-29,0URRBD,8:54:14,18:45:23
2017-08-30,0URRBD,8:52:36,19:57:49
2017-08-31,0URRBD,9:38:28,20:03:27
2017-09-01,0URRBD,8:44:11,19:57:24
2017-09-02,0URRBD,10:31:49,18:24:22
2017-09-04,0URRBD,9:00:47,20:08:05
2017-09-05,0URRBD,8:53:31,20:17:12
2017-09-06,0URRBD,9:05:04,20:09:29
2017-09-07,0URRBD,8:32:55,18:01:48
2017-09-08,0URRBD,9:44:53,19:22:00
2017-09-11,0URRBD,8:53:38,18:05:45
2017-09-12,0URRBD,8:59:38,15:30:09
2017-09-13,0URRBD,9:02:33,19:35:47
2017-09-14,0URRBD,9:01:37,17:10:25
2017-09-15,0URRBD,9:07:59,18:15:39
2017-09-18,0URRBD,8:58:32,19:12:51
2017-09-19,0URRBD,8:57:13,18:22:54
2017-09-20,0URRBD,9:08:25,18:37:22
2017-09-22,0URRBD,9:05:50,19:04:54
2017-09-25,0URRBD,9:01:27,18:23:12
2017-09-26,0URRBD,8:56:29,14:02:29
2017-09-27,0URRBD,9:52:24,19:40:24
2017-10-03,0URRBD,9:02:11,18:20:30
2017-10-05,0URRBD,9:00:25,18:21:01
2017-10-06,0URRBD,9:07:36,19:47:07
2017-10-10,0URRBD,8:55:22,18:02:55
2017-10-11,0URRBD,8:56:47,18:04:54
2017-10-12,0URRBD,8:54:58,18:35:44
2017-10-13,0URRBD,9:02:14,18:08:00
2017-10-16,0URRBD,9:14:41,16:50:49
2017-10-17,0URRBD,8:49:44,19:08:30
2017-10-24,0URRBD,8:57:48,18:12:35
2017-10-25,0URRBD,9:33:11,18:30:01
2017-10-26,0URRBD,8:55:01,18:22:23
2017-10-27,0URRBD,8:57:42,18:33:40
2017-10-30,0URRBD,8:58:10,18:13:54
2017-10-31,0URRBD,8:57:38,18:02:19
2017-11-01,0URRBD,8:53:59,18:18:45
2017-11-02,0URRBD,9:02:16,18:36:35
2017-11-03,0URRBD,8:59:09,18:37:11
2017-11-06,0URRBD,8:58:38,18:39:26
2017-11-07,0URRBD,9:18:21,18:19:44
2017-11-08,0URRBD,8:59:43,18:03:41
2017-11-09,0URRBD,9:02:34,18:24:36
2017-11-13,0URRBD,9:00:06,18:26:29
2017-11-15,0URRBD,9:07:28,18:51:20
2017-11-16,0URRBD,9:05:25,18:57:50
2017-11-17,0URRBD,8:59:31,18:08:20
2017-11-20,0URRBD,9:01:20,18:07:46
2017-11-21,0URRBD,9:08:37,18:19:33
2017-11-22,0URRBD,9:30:04,18:18:52
2017-11-23,0URRBD,8:50:28,18:31:10
2017-11-24,0URRBD,9:17:53,18:43:52
2017-11-27,0URRBD,9:19:13,18:25:02
2017-11-28,0URRBD,9:00:47,18:18:34
2017-11-29,0URRBD,9:08:11,18:04:21
2017-11-30,0URRBD,8:56:51,18:07:43
2017-12-01,0URRBD,9:02:26,18:17:59
2017-12-04,0URRBD,9:01:59,18:11:22
2017-12-05,0URRBD,8:46:32,18:26:19
2017-12-06,0URRBD,8:58:19,18:26:54
2017-12-08,0URRBD,8:57:28,18:55:34
2017-12-11,0URRBD,9:00:13,18:56:00
2017-12-12,0URRBD,7:02:56,18:22:48
2017-12-13,0URRBD,9:07:17,18:02:20
2017-12-14,0URRBD,9:14:48,18:21:38
2017-12-15,0URRBD,9:11:05,18:33:53
2017-12-18,0URRBD,9:10:09,18:17:40
2017-12-19,0URRBD,9:15:52,18:20:17
2017-12-21,0URRBD,9:03:37,17:26:08
2017-12-25,0URRBD,8:49:19,18:48:02
2017-12-26,0URRBD,9:16:28,18:29:29
2017-12-27,0URRBD,9:21:11,18:48:18
2017-12-28,0URRBD,8:53:01,14:57:00
2017-05-22,8Z0EBE,9:05:40,18:37:27
2017-05-23,8Z0EBE,9:07:04,19:09:08
2017-05-24,8Z0EBE,9:02:18,18:52:56
2017-05-25,8Z0EBE,9:40:43,18:18:36
2017-05-26,8Z0EBE,9:15:54,16:50:22
2017-05-29,8Z0EBE,9:00:34,18:19:48
2017-05-30,8Z0EBE,8:57:41,18:14:21
2017-05-31,8Z0EBE,8:55:53,18:07:15
2017-06-02,8Z0EBE,9:14:42,18:16:53
2017-06-05,8Z0EBE,9:03:38,18:20:08
2017-06-06,8Z0EBE,9:08:10,18:53:47
2017-06-07,8Z0EBE,9:03:17,14:48:41
2017-06-08,8Z0EBE,9:04:37,17:26:41
2017-06-09,8Z0EBE,9:09:30,18:13:06
2017-06-12,8Z0EBE,9:03:54,18:16:20
2017-06-13,8Z0EBE,8:56:20,18:12:31
2017-06-14,8Z0EBE,7:35:12,18:16:31
2017-06-15,8Z0EBE,9:08:20,18:37:35
2017-06-16,8Z0EBE,9:57:10,19:38:14
2017-06-20,8Z0EBE,8:58:38,18:39:47
2017-06-21,8Z0EBE,7:40:11,19:07:24
2017-06-22,8Z0EBE,9:08:51,18:09:49
2017-06-23,8Z0EBE,9:15:17,20:11:06
2017-06-26,8Z0EBE,12:57:36,18:45:21
2017-06-27,8Z0EBE,9:07:59,18:25:43
2017-06-28,8Z0EBE,8:55:25,18:10:09
2017-06-29,8Z0EBE,9:11:32,19:19:38
2017-06-30,8Z0EBE,9:13:12,18:08:59
2017-07-03,8Z0EBE,9:05:44,18:48:49
2017-07-04,8Z0EBE,9:03:10,18:23:53
2017-07-05,8Z0EBE,9:12:43,19:03:29
2017-07-06,8Z0EBE,9:18:24,19:07:27
2017-07-07,8Z0EBE,9:19:37,18:06:06
2017-07-10,8Z0EBE,9:00:33,18:19:20
2017-07-11,8Z0EBE,9:06:48,18:32:51
2017-07-12,8Z0EBE,9:08:26,19:06:40
2017-07-13,8Z0EBE,9:00:09,19:19:12
2017-07-14,8Z0EBE,9:25:15,19:00:19
2017-07-17,8Z0EBE,8:56:21,18:20:57
2017-07-18,8Z0EBE,8:56:20,18:47:58
2017-07-19,8Z0EBE,9:00:30,18:25:35
2017-07-20,8Z0EBE,9:07:23,19:19:22
2017-07-21,8Z0EBE,9:15:45,18:25:36
2017-07-24,8Z0EBE,9:05:59,18:38:31
2017-07-25,8Z0EBE,9:23:22,18:49:02
2017-07-26,8Z0EBE,9:04:11,18:34:26
2017-07-27,8Z0EBE,9:26:24,19:08:01
2017-07-28,8Z0EBE,9:02:49,17:09:31
2017-07-29,8Z0EBE,7:39:27,16:59:26
2017-07-31,8Z0EBE,9:14:04,18:50:36
2017-08-01,8Z0EBE,9:24:00,18:26:18
2017-08-02,8Z0EBE,9:09:37,18:49:41
2017-08-03,8Z0EBE,9:18:32,19:15:48
2017-08-04,8Z0EBE,9:19:02,17:48:37
2017-08-07,8Z0EBE,9:06:10,18:15:13
2017-08-09,8Z0EBE,8:50:36,18:53:37
2017-08-10,8Z0EBE,9:19:32,18:49:23
2017-08-11,8Z0EBE,9:32:38,18:22:10
2017-08-13,8Z0EBE,10:25:18,15:37:24
2017-08-14,8Z0EBE,8:57:32,18:43:36
2017-08-15,8Z0EBE,9:01:02,18:24:10
2017-08-16,8Z0EBE,9:15:02,18:11:07
2017-08-17,8Z0EBE,9:20:35,18:58:39
2017-08-18,8Z0EBE,9:16:29,18:07:42
2017-08-21,8Z0EBE,9:07:25,18:23:37
2017-08-22,8Z0EBE,9:16:47,18:29:06
2017-08-23,8Z0EBE,9:16:03,18:30:32
2017-08-24,8Z0EBE,9:15:29,18:27:22
2017-08-25,8Z0EBE,9:08:34,17:50:26
2017-08-28,8Z0EBE,9:17:21,18:35:17
2017-08-29,8Z0EBE,9:08:02,18:47:28
2017-08-30,8Z0EBE,9:11:34,18:30:40
2017-08-31,8Z0EBE,9:09:04,18:13:14
2017-09-01,8Z0EBE,9:05:58,18:12:19
2017-09-04,8Z0EBE,9:05:42,18:28:51
2017-09-05,8Z0EBE,9:34:39,18:19:11
